Student_ID,College_Tier,Family_Income,Program_Type,Base_Price,Discount_%,Final_Price,Converted,Revenue
54,3,<3L,DS,111759,20,89407.20000000001,1,89407.20000000001
55,4,10L+,AI,171626,20,137300.80000000002,0,0.0
56,4,3-6L,DS,253969,40,152381.4,0,0.0
57,1,6-10L,DS,122566,10,110309.40000000001,0,0.0
58,3,<3L,DS,99649,10,89684.1,1,89684.1
59,1,6-10L,DS,63581,0,63581.0,1,63581.0
60,3,6-10L,GenAI,299431,0,299431.0,0,0.0
61,3,6-10L,DS,71034,50,35517.0,1,35517.0
62,1,3-6L,GenAI,110796,40,66477.59999999999,0,0.0
63,1,6-10L,AI,183254,50,91627.0,1,91627.0
64,3,6-10L,AI,92465,50,46232.5,0,0.0
65,2,<3L,GenAI,114078,20,91262.40000000001,0,0.0
66,4,6-10L,GenAI,196824,20,157459.2,1,157459.2
67,1,3-6L,GenAI,275794,40,165476.4,1,165476.4
68,4,3-6L,AI,134815,10,121333.5,1,121333.5
69,2,6-10L,AI,294919,20,235935.2,1,235935.2
70,2,3-6L,DS,69802,40,41881.2,1,41881.2
71,2,10L+,DS,124726,40,74835.59999999999,1,74835.59999999999
72,1,3-6L,DS,183724,30,128606.79999999999,1,128606.79999999999
73,2,10L+,DS,42233,30,29563.1,1,29563.1
74,1,3-6L,GenAI,33668,50,16834.0,1,16834.0
75,2,3-6L,AI,254265,40,152559.0,1,152559.0
76,4,<3L,DS,136879,50,68439.5,0,0.0
77,4,6-10L,DS,211131,20,168904.80000000002,0,0.0
78,3,<3L,AI,254111,10,228699.9,0,0.0
79,4,10L+,DS,253937,0,253937.0,0,0.0
80,3,<3L,GenAI,144959,40,86975.4,1,86975.4
81,4,<3L,DS,220420,30,154294.0,0,0.0
82,1,3-6L,DS,196244,50,98122.0,1,98122.0
83,4,10L+,AI,221144,50,110572.0,1,110572.0
84,3,3-6L,DS,59781,30,41846.7,0,0.0
85,3,10L+,GenAI,244037,40,146422.19999999998,0,0.0
86,2,10L+,DS,194121,50,97060.5,1,97060.5
87,1,3-6L,GenAI,121809,0,121809.0,0,0.0
88,4,6-10L,AI,252465,40,151479.0,0,0.0
89,2,6-10L,DS,152123,20,121698.40000000001,1,121698.40000000001
90,4,10L+,DS,126815,0,126815.0,0,0.0
91,4,6-10L,DS,33488,50,16744.0,1,16744.0
92,2,3-6L,GenAI,204081,40,122448.59999999999,1,122448.59999999999
93,2,3-6L,DS,181042,10,162937.80000000002,1,162937.80000000002
94,2,3-6L,GenAI,158816,40,95289.59999999999,1,95289.59999999999
95,2,<3L,AI,243630,40,146178.0,0,0.0
96,2,<3L,AI,222348,20,177878.40000000002,1,177878.40000000002
97,4,3-6L,DS,295186,30,206630.19999999998,0,0.0
98,2,10L+,DS,205030,50,102515.0,0,0.0
99,1,<3L,DS,258291,30,180803.69999999998,0,0.0
100,3,10L+,GenAI,103833,0,103833.0,0,0.0
101,2,3-6L,DS,188707,20,150965.6,1,150965.6
102,2,10L+,GenAI,33386,10,30047.4,1,30047.4
103,4,3-6L,DS,173686,0,173686.0,0,0.0
104,2,10L+,GenAI,140804,0,140804.0,0,0.0
105,2,<3L,GenAI,123344,30,86340.79999999999,0,0.0
106,2,10L+,AI,81947,50,40973.5,0,0.0
107,4,3-6L,GenAI,53934,30,37753.799999999996,0,0.0
108,2,6-10L,DS,182143,0,182143.0,0,0.0
109,3,6-10L,GenAI,205151,40,123090.59999999999,1,123090.59999999999
110,4,<3L,AI,262424,10,236181.6,0,0.0
111,3,3-6L,DS,248809,20,199047.2,0,0.0
112,4,10L+,GenAI,117283,40,70369.8,1,70369.8
113,2,3-6L,AI,176610,50,88305.0,1,88305.0
114,3,3-6L,GenAI,213953,50,106976.5,0,0.0
115,4,<3L,AI,70447,40,42268.2,1,42268.2
116,1,10L+,GenAI,82144,40,49286.4,1,49286.4
117,2,3-6L,AI,139958,30,97970.59999999999,1,97970.59999999999
118,4,6-10L,DS,36246,30,25372.199999999997,1,25372.199999999997
119,1,10L+,AI,198912,40,119347.2,1,119347.2
120,4,6-10L,GenAI,235552,30,164886.4,1,164886.4
121,1,6-10L,GenAI,116503,30,81552.09999999999,0,0.0
122,2,<3L,AI,70623,10,63560.700000000004,1,63560.700000000004
123,3,6-10L,GenAI,232812,50,116406.0,1,116406.0
124,1,6-10L,AI,265711,10,239139.9,0,0.0
125,4,<3L,DS,30249,40,18149.399999999998,1,18149.399999999998
126,2,3-6L,DS,258036,50,129018.0,1,129018.0
127,1,3-6L,DS,270969,40,162581.4,1,162581.4
128,4,3-6L,AI,186754,50,93377.0,0,0.0
129,4,6-10L,DS,234938,40,140962.8,1,140962.8
130,4,3-6L,DS,44009,10,39608.1,0,0.0
131,1,10L+,DS,110619,50,55309.5,1,55309.5
132,1,6-10L,AI,216869,20,173495.2,1,173495.2
133,1,3-6L,AI,91624,0,91624.0,0,0.0
134,3,6-10L,GenAI,116972,30,81880.4,0,0.0
135,1,10L+,GenAI,144189,10,129770.1,1,129770.1
136,1,<3L,GenAI,162710,10,146439.0,1,146439.0
137,1,6-10L,AI,181476,50,90738.0,1,90738.0
138,3,<3L,DS,50282,50,25141.0,0,0.0
139,1,10L+,GenAI,237858,30,166500.59999999998,1,166500.59999999998
140,4,<3L,AI,202749,40,121649.4,0,0.0
141,1,10L+,AI,140038,0,140038.0,0,0.0
142,4,<3L,AI,122172,40,73303.2,0,0.0
143,4,10L+,GenAI,45945,30,32161.499999999996,0,0.0
144,4,3-6L,GenAI,198877,50,99438.5,1,99438.5
145,3,3-6L,GenAI,183435,10,165091.5,1,165091.5
146,3,3-6L,AI,51728,40,31036.8,0,0.0
147,3,<3L,GenAI,243802,20,195041.6,0,0.0
148,1,<3L,AI,156114,0,156114.0,0,0.0
149,4,10L+,AI,76063,10,68456.7,0,0.0
150,3,10L+,DS,117028,30,81919.59999999999,1,81919.59999999999
151,3,6-10L,AI,238957,0,238957.0,0,0.0
152,1,6-10L,DS,228698,30,160088.59999999998,1,160088.59999999998
153,3,<3L,DS,43700,50,21850.0,0,0.0
154,1,<3L,GenAI,149335,0,149335.0,1,149335.0
155,2,3-6L,GenAI,75361,0,75361.0,1,75361.0
156,3,3-6L,AI,230766,30,161536.19999999998,1,161536.19999999998
157,2,6-10L,GenAI,72980,40,43788.0,0,0.0
158,1,10L+,DS,204375,30,143062.5,1,143062.5
159,4,10L+,AI,141509,30,99056.29999999999,1,99056.29999999999
160,3,10L+,DS,155440,20,124352.0,1,124352.0
161,1,<3L,GenAI,185920,30,130143.99999999999,1,130143.99999999999
162,4,3-6L,AI,235831,40,141498.6,1,141498.6
163,4,10L+,GenAI,76713,30,53699.1,0,0.0
164,2,3-6L,GenAI,250279,10,225251.1,0,0.0
165,1,10L+,GenAI,269362,40,161617.19999999998,1,161617.19999999998
166,4,6-10L,GenAI,182845,0,182845.0,0,0.0
167,3,3-6L,AI,212832,40,127699.2,1,127699.2
168,3,6-10L,AI,283650,50,141825.0,0,0.0
169,2,3-6L,GenAI,202936,50,101468.0,0,0.0
170,4,10L+,DS,52626,20,42100.8,1,42100.8
171,1,10L+,AI,221525,0,221525.0,0,0.0
172,3,10L+,GenAI,85431,20,68344.8,1,68344.8
173,4,10L+,AI,272865,0,272865.0,1,272865.0
174,4,10L+,GenAI,299723,50,149861.5,1,149861.5
175,2,10L+,GenAI,110847,0,110847.0,0,0.0
176,3,10L+,DS,224068,50,112034.0,0,0.0
177,3,<3L,DS,299112,40,179467.19999999998,1,179467.19999999998
178,1,3-6L,AI,143108,50,71554.0,1,71554.0
179,3,6-10L,AI,53608,20,42886.4,1,42886.4
180,1,<3L,DS,160705,50,80352.5,1,80352.5
181,3,3-6L,GenAI,231487,50,115743.5,1,115743.5
182,2,6-10L,GenAI,197317,0,197317.0,0,0.0
183,3,3-6L,AI,109698,40,65818.8,1,65818.8
184,1,6-10L,GenAI,241140,30,168798.0,1,168798.0
185,1,6-10L,GenAI,35002,0,35002.0,1,35002.0
186,2,6-10L,DS,265910,40,159546.0,0,0.0
187,3,3-6L,AI,132110,50,66055.0,1,66055.0
188,3,3-6L,AI,166791,10,150111.9,0,0.0
189,2,6-10L,DS,131141,0,131141.0,0,0.0
190,3,6-10L,AI,299676,30,209773.19999999998,0,0.0
191,3,10L+,GenAI,134982,20,107985.6,1,107985.6
192,1,6-10L,AI,160034,20,128027.20000000001,1,128027.20000000001
193,3,10L+,DS,123832,30,86682.4,1,86682.4
194,3,10L+,DS,34381,50,17190.5,1,17190.5
195,2,10L+,GenAI,277221,50,138610.5,1,138610.5
196,2,6-10L,GenAI,132980,20,106384.0,1,106384.0
197,4,6-10L,AI,218080,20,174464.0,1,174464.0
198,1,6-10L,GenAI,144757,40,86854.2,0,0.0
199,3,6-10L,GenAI,214400,50,107200.0,1,107200.0
200,3,10L+,DS,175779,30,123045.29999999999,0,0.0
201,4,6-10L,DS,242735,20,194188.0,0,0.0
202,3,10L+,GenAI,49941,20,39952.8,1,39952.8
203,1,10L+,DS,251089,50,125544.5,1,125544.5
204,4,10L+,AI,34780,50,17390.0,1,17390.0
205,1,3-6L,AI,176295,40,105777.0,1,105777.0
206,4,<3L,AI,177235,0,177235.0,1,177235.0
207,4,10L+,DS,293504,0,293504.0,1,293504.0
208,2,10L+,GenAI,137005,40,82203.0,1,82203.0
209,1,<3L,GenAI,133386,40,80031.59999999999,1,80031.59999999999
210,3,3-6L,GenAI,277787,40,166672.19999999998,1,166672.19999999998
211,3,6-10L,DS,167880,50,83940.0,0,0.0
212,1,3-6L,GenAI,188606,10,169745.4,0,0.0
213,3,6-10L,AI,286244,50,143122.0,0,0.0
214,3,<3L,GenAI,200778,0,200778.0,1,200778.0
215,1,3-6L,GenAI,269041,50,134520.5,1,134520.5
216,4,<3L,GenAI,276326,50,138163.0,1,138163.0
217,1,3-6L,DS,68419,10,61577.1,1,61577.1
218,4,3-6L,GenAI,260221,10,234198.9,1,234198.9
219,3,<3L,DS,294916,20,235932.80000000002,0,0.0
220,3,<3L,AI,134918,10,121426.2,0,0.0
221,3,<3L,DS,273383,30,191368.09999999998,1,191368.09999999998
222,2,6-10L,GenAI,216724,50,108362.0,1,108362.0
223,4,<3L,GenAI,103548,50,51774.0,1,51774.0
224,2,10L+,GenAI,284998,20,227998.40000000002,0,0.0
225,2,10L+,AI,116875,30,81812.5,0,0.0
226,1,<3L,AI,62365,10,56128.5,1,56128.5
227,2,<3L,AI,56095,30,39266.5,1,39266.5
228,1,3-6L,AI,106484,10,95835.6,1,95835.6
229,1,10L+,AI,157718,0,157718.0,0,0.0
230,2,6-10L,GenAI,160582,0,160582.0,1,160582.0
231,4,3-6L,DS,220486,20,176388.80000000002,1,176388.80000000002
232,4,6-10L,GenAI,184079,20,147263.2,0,0.0
233,4,<3L,DS,284303,10,255872.7,1,255872.7
234,4,3-6L,DS,248997,40,149398.19999999998,1,149398.19999999998
235,4,10L+,GenAI,208300,30,145810.0,1,145810.0
236,2,3-6L,DS,39927,10,35934.3,1,35934.3
237,2,6-10L,DS,38036,40,22821.6,1,22821.6
238,3,10L+,AI,44957,20,35965.6,1,35965.6
239,4,6-10L,GenAI,49509,40,29705.399999999998,1,29705.399999999998
240,2,10L+,DS,151883,20,121506.40000000001,1,121506.40000000001
241,3,<3L,AI,259727,20,207781.6,1,207781.6
242,4,<3L,AI,139681,0,139681.0,1,139681.0
243,1,<3L,GenAI,238173,20,190538.40000000002,1,190538.40000000002
244,3,10L+,DS,185252,10,166726.80000000002,1,166726.80000000002
245,2,3-6L,AI,49147,40,29488.2,0,0.0
246,1,<3L,AI,269694,30,188785.8,0,0.0
247,1,10L+,AI,294447,0,294447.0,1,294447.0
248,1,10L+,AI,147588,30,103311.59999999999,1,103311.59999999999
249,3,<3L,DS,288873,10,259985.7,1,259985.7
250,2,10L+,GenAI,293454,30,205417.8,1,205417.8
251,1,10L+,DS,168288,50,84144.0,1,84144.0
252,4,<3L,DS,80158,50,40079.0,0,0.0
253,1,3-6L,AI,163567,40,98140.2,1,98140.2
254,1,6-10L,DS,157321,10,141588.9,0,0.0
255,3,3-6L,AI,103456,50,51728.0,0,0.0
256,3,10L+,GenAI,61840,10,55656.0,0,0.0
257,2,10L+,DS,275838,30,193086.59999999998,1,193086.59999999998
258,4,10L+,AI,50027,0,50027.0,1,50027.0
259,3,<3L,GenAI,112984,30,79088.79999999999,1,79088.79999999999
260,1,6-10L,GenAI,298928,40,179356.8,1,179356.8
261,2,10L+,GenAI,227145,0,227145.0,1,227145.0
262,1,10L+,DS,270103,50,135051.5,1,135051.5
263,1,3-6L,AI,248451,10,223605.9,1,223605.9
264,3,10L+,GenAI,251578,40,150946.8,1,150946.8
265,2,10L+,DS,247361,30,173152.69999999998,1,173152.69999999998
266,4,<3L,AI,225441,10,202896.9,0,0.0
267,4,3-6L,GenAI,282615,20,226092.0,0,0.0
268,3,3-6L,AI,199308,10,179377.2,0,0.0
269,3,10L+,AI,116963,20,93570.40000000001,1,93570.40000000001
270,2,<3L,DS,50425,20,40340.0,1,40340.0
271,4,<3L,DS,71261,40,42756.6,1,42756.6
272,4,6-10L,GenAI,207271,20,165816.80000000002,0,0.0
273,4,6-10L,DS,220829,10,198746.1,0,0.0
274,1,10L+,DS,93389,50,46694.5,1,46694.5
275,4,6-10L,AI,75150,50,37575.0,1,37575.0
276,1,<3L,GenAI,127816,20,102252.8,1,102252.8
277,2,3-6L,DS,258927,0,258927.0,0,0.0
278,1,6-10L,GenAI,244140,20,195312.0,0,0.0
279,2,10L+,AI,266165,0,266165.0,0,0.0
280,4,<3L,AI,47734,20,38187.200000000004,0,0.0
281,4,6-10L,AI,223744,50,111872.0,1,111872.0
282,2,<3L,DS,247844,10,223059.6,0,0.0
283,3,3-6L,DS,205043,40,123025.79999999999,1,123025.79999999999
284,2,<3L,GenAI,83596,20,66876.8,1,66876.8
285,3,10L+,GenAI,286940,20,229552.0,0,0.0
286,1,6-10L,AI,299186,40,179511.6,1,179511.6
287,1,<3L,GenAI,59611,40,35766.6,1,35766.6
288,1,3-6L,GenAI,122806,30,85964.2,1,85964.2
289,4,6-10L,GenAI,125054,50,62527.0,1,62527.0
290,1,6-10L,DS,220149,0,220149.0,0,0.0
291,3,10L+,AI,267488,0,267488.0,1,267488.0
292,1,3-6L,DS,55908,40,33544.799999999996,1,33544.799999999996
293,2,<3L,GenAI,50181,30,35126.7,1,35126.7
294,2,3-6L,GenAI,281541,50,140770.5,1,140770.5
295,4,3-6L,GenAI,119374,50,59687.0,1,59687.0
296,2,3-6L,GenAI,40718,50,20359.0,1,20359.0
297,3,<3L,AI,187476,20,149980.80000000002,1,149980.80000000002
298,1,6-10L,DS,161706,50,80853.0,1,80853.0
299,4,3-6L,DS,158549,10,142694.1,1,142694.1
300,1,<3L,GenAI,177202,40,106321.2,1,106321.2
301,1,6-10L,GenAI,215468,0,215468.0,0,0.0
302,3,10L+,DS,278113,10,250301.7,0,0.0
303,2,<3L,AI,242515,10,218263.5,0,0.0
304,2,3-6L,AI,152280,10,137052.0,1,137052.0
305,1,3-6L,GenAI,205501,30,143850.69999999998,1,143850.69999999998
306,4,<3L,GenAI,120534,30,84373.79999999999,1,84373.79999999999
307,2,<3L,GenAI,297320,0,297320.0,0,0.0
308,4,3-6L,DS,81261,30,56882.7,1,56882.7
309,2,<3L,GenAI,104696,40,62817.6,1,62817.6
310,4,3-6L,GenAI,248401,0,248401.0,1,248401.0
311,3,<3L,GenAI,70210,20,56168.0,1,56168.0
312,4,10L+,AI,183235,30,128264.49999999999,1,128264.49999999999
313,3,6-10L,DS,126417,20,101133.6,1,101133.6
314,3,10L+,AI,100933,10,90839.7,1,90839.7
315,4,<3L,DS,52176,50,26088.0,1,26088.0
316,3,10L+,GenAI,40851,40,24510.6,1,24510.6
317,1,10L+,GenAI,107851,20,86280.8,1,86280.8
318,3,6-10L,GenAI,126111,0,126111.0,0,0.0
319,2,<3L,GenAI,282622,40,169573.19999999998,0,0.0
320,4,10L+,AI,294873,0,294873.0,0,0.0
321,1,10L+,DS,77065,20,61652.0,1,61652.0
322,4,<3L,AI,277174,0,277174.0,0,0.0
323,2,6-10L,AI,285389,30,199772.3,0,0.0
324,2,10L+,GenAI,269971,40,161982.6,0,0.0
325,2,3-6L,DS,210748,50,105374.0,1,105374.0
326,3,6-10L,AI,168709,10,151838.1,0,0.0
327,3,<3L,DS,118683,10,106814.7,0,0.0
328,4,3-6L,AI,88109,0,88109.0,1,88109.0
329,4,3-6L,AI,88783,40,53269.799999999996,1,53269.799999999996
330,1,10L+,AI,267857,10,241071.30000000002,0,0.0
331,1,10L+,AI,280906,30,196634.19999999998,1,196634.19999999998
332,4,<3L,AI,92930,30,65050.99999999999,1,65050.99999999999
333,3,10L+,DS,238438,30,166906.59999999998,0,0.0
334,2,6-10L,GenAI,250749,10,225674.1,0,0.0
335,4,3-6L,AI,256475,50,128237.5,0,0.0
336,1,6-10L,AI,31610,10,28449.0,1,28449.0
337,3,3-6L,DS,221935,40,133161.0,1,133161.0
338,4,<3L,AI,173203,0,173203.0,1,173203.0
339,4,3-6L,AI,165025,10,148522.5,0,0.0
340,3,10L+,DS,271858,50,135929.0,1,135929.0
341,4,<3L,DS,145569,20,116455.20000000001,0,0.0
342,3,<3L,AI,286434,40,171860.4,1,171860.4
343,2,<3L,GenAI,275344,20,220275.2,0,0.0
344,3,3-6L,AI,280798,10,252718.2,0,0.0
345,3,6-10L,GenAI,182738,20,146190.4,1,146190.4
346,3,10L+,DS,169591,40,101754.59999999999,1,101754.59999999999
347,4,6-10L,DS,109963,10,98966.7,1,98966.7
348,4,3-6L,DS,193376,0,193376.0,0,0.0
349,3,6-10L,DS,264756,20,211804.80000000002,1,211804.80000000002
350,4,6-10L,DS,265236,40,159141.6,0,0.0
351,1,6-10L,GenAI,115497,50,57748.5,1,57748.5
352,1,<3L,GenAI,82658,50,41329.0,1,41329.0
353,4,3-6L,DS,254446,50,127223.0,1,127223.0
354,4,3-6L,AI,221855,20,177484.0,0,0.0
355,3,10L+,GenAI,202525,20,162020.0,0,0.0
356,2,10L+,GenAI,237292,50,118646.0,1,118646.0
357,4,<3L,DS,170910,10,153819.0,0,0.0
358,1,3-6L,GenAI,229367,30,160556.9,1,160556.9
359,3,10L+,AI,134675,40,80805.0,1,80805.0
360,4,10L+,GenAI,290684,20,232547.2,1,232547.2
361,1,<3L,AI,248149,20,198519.2,1,198519.2
362,1,10L+,DS,229831,20,183864.80000000002,1,183864.80000000002
363,2,10L+,GenAI,182159,0,182159.0,1,182159.0
364,3,10L+,AI,138362,10,124525.8,0,0.0
365,3,10L+,GenAI,250980,10,225882.0,0,0.0
366,2,6-10L,GenAI,240483,20,192386.40000000002,1,192386.40000000002
367,2,<3L,AI,42989,30,30092.3,1,30092.3
368,3,<3L,GenAI,164569,20,131655.2,0,0.0
369,3,6-10L,GenAI,51858,50,25929.0,1,25929.0
370,4,10L+,DS,96230,20,76984.0,1,76984.0
371,4,3-6L,GenAI,225706,0,225706.0,0,0.0
372,2,10L+,AI,181454,50,90727.0,0,0.0
373,4,6-10L,AI,173014,20,138411.2,1,138411.2
374,1,10L+,AI,260104,0,260104.0,1,260104.0
375,4,<3L,DS,139911,0,139911.0,0,0.0
376,4,10L+,GenAI,70449,40,42269.4,0,0.0
377,1,3-6L,DS,149567,40,89740.2,1,89740.2
378,2,<3L,DS,298983,30,209288.09999999998,0,0.0
379,1,10L+,DS,216339,0,216339.0,0,0.0
380,4,10L+,GenAI,219533,50,109766.5,1,109766.5
381,2,3-6L,DS,65728,0,65728.0,1,65728.0
382,4,10L+,DS,141856,10,127670.40000000001,0,0.0
383,1,6-10L,GenAI,81974,30,57381.799999999996,1,57381.799999999996
384,1,3-6L,GenAI,268984,50,134492.0,0,0.0
385,4,6-10L,AI,195312,40,117187.2,1,117187.2
386,3,3-6L,AI,170048,30,119033.59999999999,1,119033.59999999999
387,3,<3L,DS,146511,10,131859.9,0,0.0
388,1,3-6L,GenAI,286411,10,257769.9,1,257769.9
389,1,3-6L,AI,196219,0,196219.0,1,196219.0
390,3,6-10L,DS,276698,50,138349.0,0,0.0
391,3,6-10L,AI,253264,10,227937.6,1,227937.6
392,4,3-6L,DS,280960,10,252864.0,0,0.0
393,4,<3L,AI,111801,50,55900.5,1,55900.5
394,3,3-6L,AI,234384,40,140630.4,0,0.0
395,4,10L+,DS,66328,50,33164.0,1,33164.0
396,4,3-6L,GenAI,280388,10,252349.2,0,0.0
397,2,<3L,GenAI,41933,20,33546.4,0,0.0
398,4,6-10L,GenAI,271150,50,135575.0,1,135575.0
399,1,10L+,AI,83933,30,58753.1,1,58753.1
400,4,3-6L,AI,249202,0,249202.0,0,0.0
401,4,3-6L,DS,210038,50,105019.0,1,105019.0
402,3,3-6L,GenAI,89680,30,62775.99999999999,1,62775.99999999999
403,1,6-10L,GenAI,189439,0,189439.0,1,189439.0
404,4,<3L,GenAI,198653,10,178787.7,1,178787.7
405,4,10L+,DS,46686,20,37348.8,1,37348.8
406,2,<3L,GenAI,136157,10,122541.3,0,0.0
407,4,<3L,AI,171442,10,154297.80000000002,1,154297.80000000002
408,4,3-6L,DS,104170,0,104170.0,0,0.0
409,2,10L+,AI,178909,0,178909.0,0,0.0
410,3,10L+,AI,276104,20,220883.2,1,220883.2
411,4,6-10L,AI,274765,30,192335.5,1,192335.5
412,2,10L+,AI,188824,50,94412.0,1,94412.0
413,1,<3L,DS,154354,40,92612.4,1,92612.4
414,3,3-6L,DS,55876,40,33525.6,1,33525.6
415,1,3-6L,AI,214238,20,171390.40000000002,1,171390.40000000002
416,1,3-6L,DS,154577,50,77288.5,1,77288.5
417,2,<3L,GenAI,151148,40,90688.8,1,90688.8
418,4,6-10L,AI,282651,20,226120.80000000002,1,226120.80000000002
419,2,6-10L,DS,239060,0,239060.0,1,239060.0
420,2,10L+,GenAI,178117,10,160305.30000000002,1,160305.30000000002
421,2,3-6L,AI,253254,30,177277.8,1,177277.8
422,2,3-6L,DS,281497,50,140748.5,1,140748.5
423,3,3-6L,GenAI,221058,0,221058.0,1,221058.0
424,4,3-6L,AI,231774,50,115887.0,1,115887.0
425,1,3-6L,GenAI,211452,10,190306.80000000002,0,0.0
426,1,10L+,DS,142974,40,85784.4,1,85784.4
427,4,6-10L,DS,134474,30,94131.79999999999,0,0.0
428,1,6-10L,GenAI,197557,30,138289.9,1,138289.9
429,4,<3L,GenAI,139646,30,97752.2,1,97752.2
430,1,3-6L,AI,130125,50,65062.5,0,0.0
431,2,6-10L,AI,141820,40,85092.0,1,85092.0
432,1,6-10L,DS,169210,10,152289.0,0,0.0
433,4,10L+,GenAI,174270,40,104562.0,0,0.0
434,4,10L+,DS,196766,0,196766.0,0,0.0
435,4,<3L,AI,137530,30,96271.0,1,96271.0
436,4,<3L,AI,100530,10,90477.0,1,90477.0
437,4,6-10L,AI,246633,0,246633.0,1,246633.0
438,3,<3L,DS,229719,0,229719.0,0,0.0
439,3,6-10L,AI,130715,40,78429.0,1,78429.0
440,1,10L+,DS,63290,0,63290.0,1,63290.0
441,4,<3L,AI,288354,0,288354.0,1,288354.0
442,1,6-10L,DS,269067,0,269067.0,0,0.0
443,4,6-10L,AI,257266,20,205812.80000000002,1,205812.80000000002
444,4,10L+,DS,180422,30,126295.4,0,0.0
445,3,6-10L,DS,262790,10,236511.0,1,236511.0
446,3,3-6L,AI,106121,40,63672.6,1,63672.6
447,2,3-6L,DS,282550,0,282550.0,1,282550.0
448,3,6-10L,GenAI,43975,20,35180.0,0,0.0
449,2,<3L,AI,227729,0,227729.0,1,227729.0
450,2,3-6L,DS,220022,50,110011.0,1,110011.0
451,2,3-6L,DS,270289,20,216231.2,1,216231.2
452,2,3-6L,GenAI,232327,10,209094.30000000002,0,0.0
453,2,3-6L,AI,147368,50,73684.0,1,73684.0
454,1,<3L,GenAI,139412,0,139412.0,1,139412.0
455,3,10L+,DS,221428,50,110714.0,0,0.0
456,2,<3L,AI,209806,50,104903.0,0,0.0
457,4,10L+,AI,71838,10,64654.200000000004,0,0.0
458,3,3-6L,GenAI,98314,50,49157.0,0,0.0
459,3,3-6L,DS,255817,50,127908.5,1,127908.5
460,2,<3L,DS,135805,0,135805.0,0,0.0
461,1,<3L,GenAI,147217,50,73608.5,1,73608.5
462,2,10L+,GenAI,176408,0,176408.0,1,176408.0
463,1,<3L,GenAI,251273,20,201018.40000000002,1,201018.40000000002
464,4,6-10L,GenAI,37827,50,18913.5,1,18913.5
